text	tag
\xddah aurat ke roope pagal aur naggi kutti hai.beshram kahi ki.	OAG
aalami waalo ko aades dena chaiye wo apane aap soch legein	CAG
sarkaar main bethe hue sabhi bhikhaari to he magar dil or dimang donon jagaa se bhikhaari he ..sayad ye sarkaar ko garibo ko majaak banaaye bina kuch aata nahin he ..	OAG
Sale pakistniyo tmhare pass tirpal ki aukaat nhi hai vo bhi hamse paise lekar bana tha tera mulk	OAG
Par India me aisa q khun ke badli khun q nahi America or other country to in terrorist ko to sabak sikhate hai	CAG
sirf ninda karte raho or sainik you hi shahid hote rahenge	CAG
Jo muslmano ko Pakistan bhejne ki bat karne hai... Wo Nepal chale Jay.... Hindustan mai desh drohi ki jagah nahi hai...	OAG
netaa sabase haraami hote hai vaise in netao ko  maarna chahie	OAG
Mai to kaheta hu indian muslim ko fauj me zeyada zeyada  bharti karo hum apne desh ke liye jaan nichawar karne ke liye taiyyar hai aisa sabak sikhyenge ki pakistaan ki aane wali nasal sochne par majboor hogi jai hind	CAG
Bjp ko join kar lo  Kejribal jaise bhrast netao ko chhod do humesha k liye	OAG
Ek bhi mulla aisa nhi dekha jo modi k khilaf n ho to hindu ko bhi ye sochna chahiye ki hum sirf or sirf modi ka sath de	CAG
Pakistan ka ilaz goli use vo design do jai hind	CAG
Apki party me dam hai to modi sir jesa karke dikhavo apko khabna ata hai or kuch nhi so plz jo kam karta hai use santi se katne do	CAG
pakistan yaisa karata rahegaa bharat telebhinaame bahes karata rahegaa ar bharatki yahi kamajaari he pakistanka malum he bharat kuch kar nahi saktaa .	CAG
oh my god sonia ji tho sirf waha par gayi thi thaki won is india met mey big food chain liyaey	CAG
bas ek baar hamri force ko order de do baki hume bharosa h force pr	CAG
kisi ko 15 lakh rakhane diya tha kya allaunddin, thodaa bhi shame karo.modi ji ne karj khaaya he kya .itnaa din kaha mar gaye the jab tumhaare aankaa ghotaale par ghotaale kiya ja rahaa tha.rajnath ji ne kaha tha ki itane kaale dhan he desh main wo sab aa jaye to sabko 15 lakh baanta ja saktaa he,byaan ye tha,gumraah mat karo	OAG
ghar me ghus kar mara he indian army ko apne foji to utha kr lejao phatto hindustanion	OAG
Bjp wale abhi apka moov ban hai sale moov se bayan baji karte hai sale	CAG
abey desh ko tumne bachaya hota to janta tumhare pichwade par laat ko marti...desh ki chinta mat kar apni rajniti chinta karo..bas tum logo ko bas sote, jagte,khate,nikalte,ek hi sapna aata ki modi ne tumhe is layak bhi nahi  baksa ki tum sab milkar bhi uska kuch ukhad sako	OAG
Ishe kehtai hai modi g k acchai din.... Jab goonge bhee bolne lgtai hain.	CAG
Pakistan ko mooh Tod jwaab dene ka vakat aa gaya h	CAG
Jetno ne cmnt keya h yahi pakistan ki ma bahen kr denge pr jarurat padege to yahi sb pahle bhagenge qki jo garajte h vo barste nhi jaese Modi	OAG
Ye to aapne desh ki kamjori hai nahi to pak ki  kya awkat hai Netritw katho phaisale wala hona chahiye	CAG
Modi ji kiska wait kar rhe hai ab aur election jitnai hai kitnai ghar Kai chirag bhyjhwaogai tumhara apna nhi hai Na wha	CAG
Politician kaam Mai oil daal Kar bethy Hai aur ankho per Patti Jo unhy dikhai nahi dey Raha Hai ki har Roz hamare soldier sahid ho rahy Hai . Majak bana Diya Hai Indian army ka . Kiyu AAP Pakistan se relation nahi todty Hai why.	OAG
kb jawab doge...  90000 pak sainiko ko us din hi goli maar dete to pakistan jindagi bhar uth na pata...	CAG
Bakvas kar rahha .. jb mauka tha to soniya ke peche laga raha. Angrez	OAG
sargical satrike se kuch nahi hone vaala.. karnaa hai to pakistan ko hi khatm karo..  tabhi dil ko sukun milegaa..  or agar netaa log aisa karne kaa aadesh nahi de sakate to apane pad se stifa de do..	CAG
Bhaiyo mai aap sb se ek Gujarish krna chahta hu.....   HUM HINDU AUR MUSLMAN BHAIYO KO BHADKANY WALY AUR KOI NI YE POLITICAL NETA HAI AUR YE MEDIA HAI JO UNKI RAKH**L HAI..   YE HUMARY DILO M JEHAR GHOL K MAJY LETY HAI..  Aur hm sb bewkoof bnn jaty h..  I love all my Hindu as well as Muslim bhai..  Mai MATA ka prashand aur meethi eid ki swadisht kheer khata hu..  Mandir m matha tekta hu to masjid k aagy sir jhuka leta hu..  Mere MUSLMAN bhai b hai jo Itny pkky hai ki Jaan b de de aur Hindu bhai b hai jo Jaan le le..  Aur mujhy to yaad b ni rhta ye Hindu Muslim shabd mai to dono ko bhai hi bolta hu jb b bulata hu aur wo daudty huye aaty hai apny bhai k liye bina is ki chinta kiye ki mera dharm kya hai.. To plz Inn bikau media ko hatao..  Inki trp girao DD news dekho..  Ye humary dil m nafrat paida krry h..  Dangy Hindu muslman ni krty Dangy inky bhar k karyakarta krty hai.. Bss aadhy karyakarta ko Hindu naam de dety h aadho ko muslman. Aur ussy bhadk k asali lad jaty h..   Agr meri baat se sehmat ho mere bhaiyo. To comment m SHAME SHAME likho taki inko Jo hummy lada rhy h unko unki aukat pata chaly..  Jai hind jai bharat..  Allah k nek bndy b hum hi h..  Aur bharat MATA k bety b..	OAG
Haa sahi kaha Ab kuchh iss tarah ka statement nikalke samne ayaga \U0001f608 shameless Leaders	OAG
bhartiya media ye dikhaa rahi he ki pakistan kii 2 chaowkee or 7 jawaano ko maar giraaya gaya he jabaki pakistan ke kisi bhi media channel par aap aanaline  ja ke dekh sakate ho aisa kuch bhi nahi he .	CAG
60 saal vaali sarkaar  ne jawaano ko naukari di  bady khushi kii baat he magar bijepi sarkaar me sahid bahoot ho rahe hai duukh  kii baat he.  bijepi sarkaar kursi ke chakkar main paddy puure bharat ham to ham	OAG
Pakistan chale jao.... fir ....Kush ni ho India k development se toh	OAG
Ye aadmi chahe jiski bhi nakal kare par ise koi pasand nahi karta	CAG
Pakistan ko khatam hi kar do Na rahega baas Na bajegi bansuri	CAG
Pakistan ka ek hi ilaj bakhto ko pakistan bej do	CAG
ram ram ji .. hanuman ji sadaa sahay karen  shri hanumate nam: SHUBH PRABHAT OM SHRIRAM OM	NAG
Ye kongresi sale desh ka ham aam logo ka 12 lakh caror rupay lutne ke baad  aaj aam janta ke hit me soch rahe sale.uus daur me kaha the Sale jab desh ka ham aam janta ka paisa lut rhe the tab aam janta Ki yaad nahi aati thi saalo.	OAG
Bjp walon ko chudiya de do    or inko bolo ninda kare bas  jawan to hamare  shaheed hai na inke jawan to rss wale hai	OAG
Ek din ayega jab map mei Pakistan nehi hoga for economic problems ha ha ha \U0001f601 \U0001f601 \U0001f601. Lol	CAG
modi ji ne jab surgical strike kari thi tab kuch kute bhokane lage the ||  shahido kaa badla lene se dar nahin lagata sahaab ghar ke kuto ke bhokane se dar lagata he ||	OAG
Srkar sirf bolti h g kuch din phle 25 foji mare gye kya kiya ab tk	CAG
Wo BAT thay or wo khasbooo bi laga k ay thay	CAG
Desh bachane ya khud ko khatm hone se bachane ke liye ,sharm karo,desh loot nahi pa rahe ho ab,kab hogi in desi anraijo ke khilaf krantee,tum me dam he to akaile lado bataoo desh ko apni achhaiya	OAG
En salo ghar me ghus ke maro javan me mot to aneki hai kuke haroj haroj ka zan zat chala jaye ga yato army	OAG
ek maatr ilaaj pakistan kaa safaya or koi ilaaj ab nahi bachaa ilaaj atal ji ne kiya tha lekin wo zyada din tak asar nahin  kar rahaa he	CAG
Indian muslim nabi ke hadeeso pe amal karte hai quoki nabi e pak ne ye kaha tha ki apne mulk se wafadari nibhao......hum aale rasool hai apne hindustan ke liye jaan de bhi sakte hai or croro ki le v sakte hai	CAG
centre main narendra maharashtra main devendra punjab main amarendra uttarakhand main trivendra jammu kashmir main mehabooba or delhi main namoona	CAG
ab kuch jihadi filmkaar kalakaar kanagaresi or khujali kahegaa kii bahubali ko hit karne me modi ji ore RSSkA haath he	CAG
Firbhi deshbhakt ambani adani  Pak ko development me q lage hai  Congress ki sarkar me criket nahi hone dete the bjp wale  Aur ab pak ko bhart ki nagrikta baat rahe hai	CAG
sabhi raajnneetik paati ko mil kar iskaa samaan karnaa chaiye ye hamaare desh kii baat he ek baar bolo or aisa bolo kii kii dubaara  vah karne ke pehle soche	CAG
Hamari galati ye hai ki ham bharat washi wo log ka bat ko sun lete he aur kuch karte nahi he wo log ka wo log jaisa karte hai usase dugana ham log kar de na wo log ke sat to en hi din me piche hat jayege wo log aur dusare bar se kuch karne ka bhi nahi soche ge wo log	CAG
or ye kashmiri  muslim jo hamari Army pe bebajh pattharwaji karte hai...or jab koi bhi apda ya badh bagerah aati h to fir hamare Army ki jawan hee inko yaad aate h or inhe inki aukat dikhate huye apni insaniyat dikhate h or unhe waha se bachate h..tab koi  aakr Army walo ko nhi dekhta ki wo ye sab kiske liye or kyu kar rahe hai tab koi nhi puchta unse..or yahi jawan desh ki raksha karte  h to sab inper patthar fekte h ya fir peeth peeche se waar karte h...	CAG
Hamari maa ke pas bahot bete   Hai shaheed hone ke liye  Sharkar KE pas kitne sansad awor mantri  Hain shaheed hone ke liye	CAG
sirf yahan hi bol sakate hai kisi or party main jaayege to pataa chal jayega	CAG
OH to yahan Gaye ke moot or gobar ki research yahi ki jaati hai...	CAG
jab tak rajnath bijepi party main grih mantri rahenge to modi ji kii chhavi kharaab karne main sabase bada haath rajnath kaa he naa to rajnath kuch karte he naa hi modi ji or naa hi hamaare sainik bhaaiyo ko kuch karne de rahe he krupa karke rajnath ji istipha de do , rajnath ji modi sarkaar ko badnaam karke 2019 me soch rahe he ki bijepi purna bahumat me nahi aayegi to mili juli sarkaar banegi phir rajnath soch rahe he rajnath ko piem bana de ! lakin rajnath ke saath deshvasi nahin he hamane to modi ji ko vot diya he  sainik bhaaiyo ham aapke saath he ye rajnath to hamaare sainiko ko aise hi maravaate rahenge rajnath kii jagah mohan bhagwat ji ko grih mantri bana do koi bhi aatankwaadi hamaare naa to desh main or naa hi hamaare sainik bhaaiyo par atake karnaa hi bhul jaayege jai hind	OAG
sindhu nadi ke is ore bharat or us ore pakistan . vahaan tak unako khadedna chaiye jisase bhavishya main hamaari army ke liye bhi chaukasee aasaan ho jaayegi. kuch nuksaan hamaari sena ko bhi uthaanaa padegaa , par yah roj roj ke nuksaan sa3 kahin kam hoga .	CAG
Ek baar fir kadi ninda karta Hun  Jawano ki shahadt bekar nahi jayegi  Pm tm par lanat h  Sath me ko bhi lanat h	OAG
PAKISTAN ne ROCKET DAGA....BSF post par.. Tab hamare PM ..MODI JI KAHI JUMLE DAAG RAHE HONGE..... Jai Hind.... VANDE MATRAM.....	CAG
Thoko salo ko ab modi ji bhasad se kam nhi chlega	OAG
koi bhi actor nahin tikega aas-paas, jab saamne hoga prabhash.	CAG
modi  ji  ab  to  kuch  kijiye	CAG
Bhai log government kuchh nhi kregi jo krna h hm log ko ek jut hok krna hoga Kab tk sahid hote rhenge hamare bhai log	CAG
Koi.ordar milaga ya nai hamaray jawano ko yai sirf sinay par goli khani.likhi hai	OAG
sabase aage he ABP news vaale kute sab or kutti randi sab	OAG
Ye media bjp k sath rehke uske jaise pheku hoti ja Rahi hai	OAG
Abhi home ministry aur PMO  se Byan anewala hoga.....hum is ghatna ke kadi se kadi ninda karte hain....	CAG
Hindustan Murdabad  Hindustan Murdabad  Hindustan Murdabad  Hindustan Murdabad  Hindustan Murdabad	OAG
Kadi Ninda ki bolti band ho gayi hai Abhi tak chupp baitha hai .	CAG
Yahan ke jnu aur communiston ko wahan bhej do khud hi barbaad ho jaayega	CAG
Ye jaruri hai congress ki tanasahi khatam krne k liye...	CAG
Terrorism to tb ki khtm hoga jab tum me se ek ek marenge...maa ne bete ko janm kya de diya wo to sar pe chdh rha h...aukat ache se pata chal jaegi ek bar bas war ho jaye...kutte ke paidaishi saale...nhi wo bhi nhi wo to atleast wafadar hota h...	OAG
fin mantri ji bolege ki ye shahidi bekaar nahi jaaegi ! or kuch din ke baad mantri ke muhan band ho jate he	CAG
"ek hi din main 9 shahid ,kya ye tha 56"" kaa raaj ,isse to lakh acha tha sardaar kaa raaj"	CAG
pakistan  ka  nhi  hindustan  ka  ilaz  hona  chahiye   jo  hindustan  ki  duniya  ki  sbse  gandi  razniti  hoti  hai  uska  ilza  hona  chahiye  jo  secular  hindustan  me  rehte hai jo  jnu  me  padte  hai  sbse  jo  pakistan  ko  apna  bhai  mante hai  sbse  pehle  unhe  mar  dena  chahiye  qki  inhi  logo  ki  wzh  se  pak  ko  spot  milta hai uske  bad  agr  bharat   sarkar  hatho  me  chudiya  pehnkr  agr  dehli  me  baithi hai  to  desh  ki  awam  ko  khud  jathiyar  uthakr  apne  veer jawano  ke  balidan  ka  badla  lene  ke liye  pak me  ghuskar marna  chahiye  or  jo  kasmiri  patthrbazi kre  usse turant 72 huro ke  pass  bhej  dena  chahiye  .	OAG
ection lijiye, samay khatm hua,  bardaasht karne kaa,,,,,,,,,andar tak ghus ke maaro,  ab pakistan main bhi tirangaa hi chahie modi ji...	OAG
ab  strike or yah golabari karnaa chodo phir aar-paar kii ladaai karo jo hona he ek baar ho jayega baar-baar hamaara sainikon kaa is tarah shahid hona hamen pasand nahin he	CAG
India walo pakistan is best army he aap me dam ho to aao ham aap ke axhi khadmit kare gae darpok india walo betti betti funkari kar rhy ho	OAG
Modi Teri.......... Ki.............  Kuch karoge ya phir se bol do kadi ninda karte h. Ninda nath bhosdi K....	OAG
mujay comment ka notification nhi ata.iss leay ager qoi question pochna hay to message ker dena.	NAG
modi istipha do tum nahi laa sakate  ek ke badale das sar	OAG
aarakshan me pradhanmantri rakshamantri raashtrapati sarvocch nyaayadhish kulapati senadhyaksh aadi hota to desh ko ye din dekhne nahi passage itihaas gavaah he chandra gupt ashok ityadi	CAG
Bhai abhi humari sarkar varta karegi fir koi sahid hoga bas or kuch nai hone wala kuch to karo	CAG
Bharat sarkar ko inian army ko 24 hours de dene cahiye uske bad Pakistan ka ilaj pta chl jayega	CAG
Modi kuch nhi kr sakta he keval bol sakta he	OAG
chunav ka kharch ab congres petrol se vasul karegi kya...?	CAG
Aakash Rajput tumahre Jija Pakde Gaye hain Pakistan ki DaLaLi karne me Name Yad Hai Tumahre Baap DaDa Angrezon ki DaLaLi karte The aur Tumahre Jija ISI ki DaLaLi me LaGe huye Hain	OAG
ye india ke muslim hi gaddar hai asli dusman to ye hai jo hamari jankariya pakistan ko dete hai abi kuch din pehle 2 molana gaye the pakistan sab plan unka hi hai ye	OAG
Ninda  kadi ninda ghor ninda Ghnghor ninda  Besarmo ki ninda	OAG
Continue war karte raho... ek sarjikal se kam nahi chalega.. roj planning se attack .. karo ...	CAG
Pakistan  ko khon k jvab  khun s do	OAG
@Awais haha dekhi hai teri porki army 3 baar haar chuki hai humase aur Naxli ko CRPF  mar rahi hai Army Nahi and teri porki army ki to Taliban le raha hai hahaha har roz bomb blast in poorkistan	OAG
sabake sar katkar laal kile par latakaavo tab ja kar sahi manome badla pura huwa mana jaayegaa .	OAG
"Sutiye khud fouj m bhrti q nai hota pare likhe jaahil Pak k pass India se zada Atom bomb h aage piche sochna prta h apne 56"" ko dekh lo bina soche smje laffazi kr di fir ja kr Biryani kha aya"	OAG
jinko kabhi bolna nahi aaya vo bhi bolne lage wah ji wah modi ji ise kahte h aazzaad bharat	CAG
Bol hi to rhe hai kuch ukhaad bhi paaye Hamare jawan mar rhe hai kb dikhega 56 inch ka seena	CAG
isey kehte hai Rayta failana....iske time me loot machi thi crores of Rs. scam ki....aur ab 9 sao chuhey khake billi haj ko chali...	CAG
abhi thodi der ruko hamaare grahamantri ji is kukrity kii ninda karenge. or kuch mantri mahoday kanhenge ki hamaare javaanon kii shahadat bekaar nahi jaaegi	CAG
he andhe mudh bichaaron vaale tukdon main bant jaaoge , naam maatr avshesh rahegaa khud kaa pataa na paaoge . harpoge kashmir ko kya,lahore bachaa na paaoge .. he mahanash ke poshak , ek din mitti main mil jaaoge ..	CAG
Hamey ni lagta ki sarkar kuch karegi vo bs speech hi de sakti h	CAG
porkistan kaa ilaaj yahi he kii unke senior leaders ko khatm karo tabhi maanenge...jaise kii hamane 1971 unke leaders par bam giraaya tha	CAG
Modiji aapse nivedan kartahu mitado pakistanko duniya k nakse se Jay hind Jay Javan	CAG
Manmohan singh to love letter likhte the modi ne nikah hi krlya.	CAG
Moji ji ab kya choc rh h salo ko ghr me ja kar maro	OAG
and germany or russia even k pora europe ka masla masail the unhn na solve kar lia or dakho kahan sa kahan pohnch gay ham log bus marta hi raheb ga isi tarha hen jo ghulam nation ham	NAG
manish ji uske baad se roj kashmir ghati main hamale hote rahete hai or paak hamaare desh ke sainikon ke saath barbarta karata aa rahaa he aap ye ek baar kii sargical strike kaa gungan kab tak karte rahenge. ab aap khud samajhiye kii janata ne inako purna bahumat se satta isliye saunpi taaki ye hamaare sainiko ke balidaan ko roak saken or kashmir main ho rahi har roj kii hinsa ko khatm kar saken desh me har jagah rashtravirohi naare lagane waalon ko sazaa di jaae naa ki janata ko upadesh dene or kadi ninda yaa ghor ninda jaise bramhastron ke prayog karne ke liye.	CAG
Pradanmantri ji esi kya majboori hain jo aap koi action nai lere	CAG
Blood dekh nenhi sakta chakar aatahai, lekin koi pakistani soldier miljaye to uski blood se holi khelneka mann kartahai	OAG
Pakistan ko ISLAM  puri kaem krna hoga....Pakistan ki horkot dekh k mehsus hota hai ki Pakistan main puri torah ISLAM ko follow nehi kr raha hai......agar ISLAM puri torah kaem krta hota to is torah ki horkot kobhi nehi krta.	CAG
mohammad ko gali dedo to ye log bolenge hindu sahi hai kisike dharm ko gali nehi do wo bhi tumhare allah ko gali dega,quran me likha hai ye sach hai kya?allah ko gali do bhai log	OAG
Pak. Ko uski okat yad dilane ki jarurat h ye bat wo bhul chuka h ki uske sar pe jab chhat nahi thi to hamne hi pese diye the uski okat nahi h bolne ki b or jada natak karne m laga h	OAG
Ye log bs milte rhege aur kadi ninda krte rhege	CAG
phir aatanki hamalaa, phir sijafire kaa ulanghan, phir shahadat. modi ji agar aapkaa chunaav jeetne kaa ashwamegh yajna puraa ho gaya ho to kuch yahan bhi dekh lo. varna sardaar ji kii chudiyaan vahi offis main kahi padi hogi.	CAG
Choro ki trh aate ho...himmat h to samne se aao	OAG
is post pe ek khaas baat hai ke akshay kumar ka koi bhi baat nahi kar raha hai. sirf khan actor ki hi baat ho rahi hai.. .ke bhubali ne khans actor ki filmo se bhi ziyada kamai ki.. .means khan actors me kuch baat hai  dum hai. jo bhubali ke samney takra gaye...baki akshaykumar amitab bachan to pani kum chai hi hai.	CAG
bahut kun bah chukaa javaanon kaa. karon badi karrwai. ekasaath udaane honge kai thikaane.	CAG
iska naam manmohan singh hain...chodi ki tarah yeh zyada bak bak nahin karta aur jab karta hain to pel k rakh deta hain	OAG
ek napak or kaayar desh kaa shaheedon ke shav ke saath kiya gaya krity atyant ghrunit evam nindaneey he.....  bharat sarkaar ne is ghatana se nibatane ke liye sena ko freehand de diya he ...sena apane hisaab se kaarywahi karegi koi press yaa pakistan ke sleeper cells ko bataa kar nahin	CAG
zarurat hai eent kaa jawaab pathar se dene kii... ghar main ghuskar inhe maarna hi sahi hoga l	CAG
NawabMental Pakistani Kutte Bhokna Bnd kr Teri kayar Fauz ki Aukat Nhi ki Indian Army se Sidhi Ladai Lad Sake	OAG
bahut kuch ho chukaa he modi ji... ab ection lo yaa phir 2019 bhul janaa	CAG
Eik gaye mata ko mar do abhe dekho ....hahahahaahha bhot kuch ho jaye ga	CAG
Agr mere haath mein hota kb ki maki aankh kar dete salo ki...politics cheej hi bhut kharab hai	CAG
Anandi Dubey jee ki Bat se mai Sahamat hu , Yahi ek rasta hai	NAG
Har chiz social media pr mat show kare aur na hi news channels pr sabse badi galti to ye hai #India ki har baat army se related jaise ki ab konsa mission hona hai , kuch bhi nahi show hona chahiye aur nahi public ko kyunki public tak to news mass communication se phunchegi isse vo pakistan vaale bhi fir saari planning samajh  lete hain  And one thing Give permission to the soldiers to shoot when they...	CAG
Mere khyal se unke ghar me ghus Kr marna chahiye	OAG
ab samay aa gaya he pakistan ko sabak sikaane kaa bahut kiya sahan ab or nahin hoga  jo kiya hamaare senico ke saath ghinona kaam to tera naamo nisaan nahi hoga	CAG
Malvika Sagar tum log k jiggar men itna dam nahi k loc cross kar jao jis din loc cross ki us din woh phir wapis apna ghar nahi aynn ga ....	OAG
pata nahi Pakistan ki pak sarzameen par aise napak kaha se paida hogaye..... aaj Pakistan army  ne prove kardiya ki wo namardo ki fauj hai.... #Pakistan murdabad  #namardo ki fauj	OAG
Dallo salo vaha 25 margaye bc vaha ka investigation dikhav	OAG
main is hamale kii kadi ninda karata hoon  ek baar phir	CAG
kitna sasta word h (karara jawab milega) koi bhi bol deta h	CAG
Jarur acche Din aayega Hindustan Shri Ram ki nagri kehlayega	NAG
Ye KYA ho rha hai ,ek din aisa aayega ki sab k sab ko sahid hona parega ,,,,aise kb tak sahid honge jawan ,order do order,agr kami hogi jawan ka to mujhe v bula lena border pe ,bs ek mouka do mujhe v,kya hall hoga un jawano k mza& bahan & unke wife ki....jawab do rajnath & modi Je...	CAG
apane netaa log sirf bolte he aaj hamaare desh kaa kanoon vyavastha sirf naam ke liye he aaj itane saare. jawan shahid ho gayi lekin unke bare main bolne main yaa unke bare main sochane ke liye time nahi he.hamaare desh ke jawan agar sarhad par nahi raheghe to modi sarkaar desh chalaa sakati he kya .aaj bharat mata ke bete ko pakistani kute jinaki aukaat kute kii bhi nahin he} o hamaare javaanon pe hamalaa kararahe he .meraa to modi sarkaar ko yahi kahana he ki desh kaa sab kaam chhod ke sirf apane ghar me javaanon ko jo pakistani kute hamalaa kar rahe hai unako kutton kii tarah maaro ghar main guskar .modiji ko puure desh kii binati hai} apane javaanon ko khulaa chhod do kivaki pakistani kute log ko ghar main gus guskar maare .jai hind bharat mata kii jai	OAG
gunga aadmi bolne laga yeh bhi to achche din ki nishaani he , naa jane kya kya  jadugari sikhi he modijine	CAG
Lagta Hai surgical strike  ko moramit kar k dobara karna pare  ga \U0001f603\U0001f603\U0001f603\U0001f603\U0001f603\U0001f603\U0001f603\U0001f603\U0001f603hahahahah	CAG
Tino khan ki gand m s sari hva nikal di	OAG
hme naksalio ko army/BAT/BSF Me join krwana chahiye...agr ek b naksali mara ya mara to pakistan ka b bdla pura hoga or chattisgarh ka bhi..	CAG
pakistani suaro is kaayarta purna hamale kaa jawaab bahut jald milegaa...ye ek hindustani kaa vaada he.  #BEST CM ARVIND KEJRIWAL	OAG
BHARAT Rajneet krni chhode ab bahut hua ab to HamAri SENAO KO KHULI CHHOOT   DE	CAG
Rajniti sirf ghor ninda kar sakti hai, Magar ye Ninda nahi Goli khane ke Hak daar hai, Modi Sir inko Mhu Tod javab do Hamari Sena ko order do taki hamri foji Dushmano ko Is barbarta kaa javab de sake, sirf Aap order do sir order	CAG
